Объем двигателя,Кол-во сидений,ускорение 0/100,Расход топлива
6.620172979827,5,3.5377121055443945,10.663281887784304
6.192732672387042,1,3.534102692319023,16.98141588333143
7.0,2,8.807565880661441,15.223497666049012
3.166339734728304,5,2.0,15.031691908127495
4.383018333291785,5,9.517842841993666,16.232240605192022
7.0,5,3.237619003633728,17.577989498592014
5.934705364459495,2,11.670721354250206,25.0
6.37735337439202,7,8.986188177587376,14.99503184637208
1.80393060585072,5,8.030806091306939,9.235344557180197
3.8906990813423112,5,2.0,13.269511741180144
4.003000467313709,1,4.735309893788063,9.718140396139038
7.0,1,9.74448727606838,13.589308577501113
7.0,7,3.191549711764297,15.074136583623044
4.8756572642931095,5,2.0,15.0
7.0,1,2.0,15.0
5.347057206513344,5,13.62075084510944,18.87853159665587
4.505731750336416,7,14.826863382776992,13.40255533861286
5.487831869328495,4,14.776819622989713,13.430598897392544
2.4124389299723155,7,2.0,17.236123446366378
5.812802547118708,3,10.0,14.025447393538157
7.0,5,10.0,13.26125806104435
7.0,2,11.257554918821944,16.503160189338853
6.407889607723117,7,4.0253278557578085,17.820689239079375
3.064585749706838,2,10.2137785573162,9.17351982034112
6.629509261065513,3,3.1823144087467834,13.291045908099914
7.0,3,10.260288543169214,11.548177640467564
6.173738239498087,3,2.0,18.67477126633186
4.77779578942957,5,3.803607367128412,16.233406465459122
3.2732758270408278,4,2.758337800289633,15.0
6.925697684118703,4,7.78931076906511,16.28086570069071
2.3191345015627225,7,10.0,14.63317051485905
3.8455969274480792,7,8.866306557727093,16.19253710929594
7.0,7,4.360432761742864,13.231727992184217
2.500076804969592,8,9.38687766487902,14.462815924964175
5.77384012465196,4,8.255543343096743,13.09664482401061
2.429307983337905,1,3.44966222578112,13.922424489018884
3.0539476925716897,8,4.6605079152103634,15.138386481867856
5.103758383285464,7,11.331633060589605,11.134903669461206
3.768270100804776,4,5.783847072179606,18.15414753349978
6.156958174132225,4,6.554833686982889,14.55127605176209
5.013023365619215,1,13.45706111561906,19.80517158180659
5.52956420381516,2,7.488306339896138,17.09035200324847
5.20956545087711,3,2.6261455743770017,14.690151079672289
4.917337435389586,4,7.424779767604622,19.28451163952749
4.863502015255709,7,4.862446585709892,13.536416857166776
6.750133132869406,5,9.149313045499484,13.890874192511932
3.8876297100814288,6,10.064256368760253,25.0
7.0,3,3.0066121930006338,20.90522705195565
7.0,7,2.0,16.687635482754118
4.467951008425919,3,12.810225016058892,23.055429767156884
4.055726520492766,6,10.0,15.862234855886744
7.0,7,2.255423290670376,12.010256038278158
7.0,2,11.026493967553606,10.721840799847584
4.892487611202824,5,6.761720588852488,18.12676488446071
4.922405234038842,1,2.972260724283012,15.229619646316667
7.0,2,2.1815167589218927,14.919629973981394
4.54837311720444,5,10.0,15.79441682534367
7.0,5,7.1839191141126,15.088113745814786
4.570500742291332,8,13.028199060598835,11.983123920404871
7.0,4,4.798337916485293,20.1434134704959
2.784371522915319,6,2.0,13.76336185378635
7.0,2,7.976077072623006,18.2548820276944
2.943828262274641,3,10.863646423428406,12.140512905838255
1.069577607661106,4,2.5293036368240336,9.662661881505729
5.088767592527501,2,12.64005650171132,14.170047868424891
2.148802963317595,6,13.236376763131236,13.807587350737744
4.516102383288691,1,2.0,17.794163758069335
4.716880366869095,6,12.426249749128484,25.0
1.3288869818604647,1,12.268527257857883,13.38633600978008
5.444047225196179,4,12.386792441659338,13.144931706312647
1.8452066701882108,6,7.745373991669067,14.810843424047851
3.459037870619343,5,2.1957976576529523,16.654787717010983
6.964784120883708,7,7.49833145110752,25.0
7.0,4,9.638177831220762,13.85032373892868
4.449603068628279,4,4.911851700356548,10.982609586073233
4.616266307527518,2,2.0,13.648398228807956
4.235613107668886,1,6.369187241184778,14.096631128416508
5.631489883029327,1,4.037531104069973,20.09938676409944
6.642618045469689,4,4.841719804091356,16.090314513558894
5.129925206917124,5,7.766425863447667,13.83111272421321
7.0,7,13.927796755498376,8.295607615245645
7.0,3,7.729428897534896,13.801042820717408
4.1567083119351285,1,9.658041059050632,15.0
2.232246904438329,6,4.719601460258784,14.119489323100249
5.704542050804887,8,6.339778079875188,13.347493132158764
4.612401425627058,7,6.84395432104765,12.001162384020615
4.157405358852345,3,4.528281891356972,15.749328674127092
2.391088668274568,6,2.0,16.715477999594842
5.517738903374818,7,4.881075441833247,13.489682573281698
3.588920921341666,4,8.446075936545727,10.442996386827492
5.23083888198517,1,2.0,11.972311748172796
6.472354977588093,2,10.880425997310743,10.872997656987309
2.9649145481194585,7,2.0,11.50678485290479
3.7135457208897575,7,3.858279192427207,17.657724100511604
5.19817591522442,6,3.797591462850291,20.404099193566385
4.91811801652598,4,9.583323213206024,15.0
4.861675734450707,4,8.962125677068293,12.244385219045046
6.811246650158387,4,10.836646205065316,15.212867477763622
2.7179545662844102,4,2.9696587508657144,18.63681846982676
5.600398188633063,5,10.0,15.171574571122118
1.7662458783752872,4,6.916288348549433,16.088989883524473
3.066939241631493,5,2.0,15.644578867542569
6.503060475356033,4,14.02438694064538,10.7536950824843
4.340728282494957,4,3.150108312556965,16.939138442588185
5.114916038576578,1,11.890480897278714,10.53781621121658
4.269624187310445,2,8.063527900181043,14.233700655241517
7.0,2,8.084685455732876,11.063412837090482
3.85286941035204,5,4.621347673988183,10.949505174793956
7.0,5,10.0,19.330487024827185
3.5946541970748287,5,13.584997058130272,16.63851880653349
4.271145382910699,7,2.0,19.347323265242977
5.1297452961995145,6,5.00328895734796,17.373306028237085
4.879019457014767,6,10.0,13.974177098896124
5.432807991385007,5,9.079587212025896,15.0
7.0,3,14.276076274284408,14.274484863165592
3.1220417752715206,3,9.951104708129066,17.023258758514178
3.5422267550968223,2,3.798608914796879,15.0
5.217965279151144,1,2.0,16.682244402864672
7.0,2,14.15357571140098,16.155871023242074
4.5868547574512,7,14.013337071431923,14.174311222395938
4.499326812243675,7,10.0,13.407803345196422
1.021395795390129,3,5.961471110756598,16.00684621890779
5.510840785813207,6,10.0,25.0
7.0,4,3.376926651322307,15.776511560720875
4.527607711280629,4,2.0,14.430575271924797
6.357218470819527,4,14.431997021236151,14.498143989055508
7.0,5,10.204062582197285,13.051731206354514
7.0,3,6.296554604903148,18.968122527007655
7.0,4,12.51311611533271,7.558083565425182
6.19388754249356,6,7.076755423038273,7.549568800174708
6.087743273123997,3,4.98841055182119,25.0
5.482298484478145,1,8.415281505899863,11.85432874071563
7.0,8,9.004957679116208,14.296371169713463
3.985626352511003,2,8.509103576306618,18.36057367050416
3.702468896609557,1,12.957412634282708,11.595440182672286
3.93510232414722,5,11.555269618050373,13.935582005208172
4.902231578909435,1,12.78986980761212,19.60191577663407
4.414930103137614,4,8.248293961772587,16.758231634790736
5.282883417803055,7,8.217782505120859,15.601503642895365
5.927036018597173,4,4.94001685476362,16.976316342152693
7.0,6,4.104033325033651,11.549616430171977
5.918373176803843,5,5.157168038698764,15.0
3.6319162652453176,4,12.83400540188459,15.0
4.937133497801216,3,11.930682363744896,15.860108989298954
6.012650473774117,4,14.029506953219329,13.842629511978254
5.91869232413694,2,5.595312438873184,15.519462119288349
6.150729817870805,8,6.9633300802275855,12.668174785023874
2.7916630210042674,8,8.579181519538993,17.24303806796511
3.32894158558005,2,8.440295185132477,16.19880810427097
6.879829246830106,5,10.100063631461447,16.010549908254504
7.0,5,5.002433407257056,12.73131642401652
5.553997186252329,3,8.522362428665613,11.442018413060389
7.0,4,2.0,15.632830966489104
6.000921259701982,4,10.573130081065203,13.151131636122429
7.0,3,4.649564985563658,16.94438554272524
7.0,6,14.335374082446034,13.281478019751065
5.033838098457078,2,14.171043138359034,25.0
5.332375326218135,6,10.783839364522947,17.136123282016126
7.0,2,2.0,11.472925266324705
4.7438346977644095,2,5.319153052612153,15.40955740394314
7.0,7,4.105057412060875,12.082569900390032
4.732428355298852,3,2.0,17.223420716333415
7.0,4,8.486848897267086,18.93722174881731
6.754144907723358,3,14.731782542071866,16.446015974622725
5.192402356361852,2,4.055251821087798,17.826724120387727
4.771250771309739,2,2.0,14.181735741521113
7.0,8,5.138225007669957,12.342362791009757
3.8629389973992314,4,10.894772334302932,25.0
6.168823750327955,6,2.0,19.931036051230983
3.724891584735823,5,4.006497717858644,15.038845709867616
5.444368011764627,3,7.84339308750707,15.0
6.518561001531426,4,12.593225856683974,18.18287931792954
7.0,7,11.076226164212764,13.531159084559116
7.0,3,11.29048835177001,13.667808686706284
4.089714052494964,7,3.9318466782892902,15.0
7.0,7,9.954771445500588,12.75636906452049
3.4809940521678926,4,10.380790484569792,14.060185311128777
1.9168626658042305,3,2.820592111362492,14.92768004083654
7.0,3,10.749891240290523,22.052130539833016
5.688516740565402,4,12.381360980108685,13.646444924182644
2.766799484917496,4,8.195929866594621,14.561112248652984
6.096862545390845,5,10.0,12.447954229297515
4.932646921881787,7,10.82358098192288,10.280213575455946
7.0,1,2.0,16.47898065414949
2.234585204547607,5,13.645207950022716,13.493225128973132
2.77617978659594,5,14.744263705142222,14.980227269023557
4.78661248316882,8,2.5049970983037166,14.050644255143297
5.26244691288592,6,2.366730004865853,21.845273159631667
7.0,5,3.3249039438770467,16.409885185721897
6.271768379221726,5,2.0,19.597840649628232
4.07891764008839,8,13.817114223512467,18.19180260718616
6.165061127344201,4,8.043940640982965,18.41101234386336
5.908557277140562,6,14.33141374963021,14.335118152067572
7.0,6,8.16263837527864,16.557332978149798
4.243710696415453,4,10.931168916159889,16.03339841287362
7.0,4,10.463291511767585,14.565696173171087
3.111281400465224,6,8.849504375346218,13.308326034364605
4.7194221906005005,1,2.0,16.6533466868314
5.507879027478428,1,11.567457309702712,15.0
4.993269563183332,3,7.363243749293564,15.0
2.1588682672878976,6,10.141713668697571,12.321865001371457
4.126957672425022,2,6.020263701917943,15.734500445020046
3.790086228610634,4,4.093601412112904,14.277145166727037
4.29534999563479,1,8.403358291693278,17.688387838140063
4.436051057721913,5,13.362002238687142,10.298872631118089
3.399756581342107,5,10.184662123902031,12.919795345452084
4.933378075940733,5,4.144393464760278,8.547419287660425
3.6693324242594576,3,13.186420630221864,14.145250252055895
7.0,3,4.761800844327158,17.004800591353373
5.92090469391632,7,10.822925227230057,15.624603000995256
5.546004197241661,4,12.12294457578705,14.357845340843523
6.812769927150847,4,10.0,14.653506530435426
5.093623590059202,2,2.0,14.662106410977348
7.0,2,13.95757931497926,18.56340176957973
3.630586738231216,1,11.930628286018605,15.700156692509072
6.248502582995265,5,8.042831268386399,11.107057328056255
7.0,4,2.0,17.231832530770795
5.359671650097543,5,7.108814376963806,16.96425374344279
7.0,4,6.190496543132364,14.955190556873564
5.4056471607231895,1,3.517038273153487,13.58421021212557
3.0984500653449505,4,13.95241167547026,14.776642892068615
5.5329144578831215,8,11.461914651723054,11.106567750632538
7.0,1,9.382431633810947,17.89655008290968
6.905618943413962,4,8.944141567744223,14.515758401447185
7.0,4,12.426717276387915,9.728085683757971
7.0,1,10.048213808479924,13.71733582458778
6.2336465001329575,3,10.689508620023652,18.292901574896145
6.788852765825922,5,2.2882567945228445,14.27017503541145
5.762396269120879,2,10.798200280112049,15.41018998923998
6.74974578645055,3,10.176355155829215,16.320727760586465
3.800410255433965,3,8.056945056996081,12.87309066804839
6.97290158637219,5,10.0,15.67206353799264
3.508757227537605,3,2.0,12.12109569168747
3.2459588551991776,1,2.74858815040284,14.323970737323869
5.451578706963824,4,4.108669948600829,15.0
6.878083308351576,7,2.0,16.549631531488238
4.278509498249199,4,11.6150633541443,11.374221686040968
3.343644547119315,6,2.0,10.114361485448544
4.782001288007491,5,13.535404732875437,9.04272319393339
1.2573400075092804,2,13.478984878978435,12.976812939815389
4.610276914064114,3,10.0,16.304126262904674
7.0,3,6.058126488308008,19.13464908994178
7.0,4,10.221425346433426,15.0
6.8650979378737365,5,14.932058132599796,16.024670650978628
7.0,1,2.0,12.10162927163196
5.432369741816347,2,5.870981448277216,21.850530948118774
6.490019100716744,2,10.509927368859929,16.642661023194254
4.627324616928434,8,11.772918636624372,15.31253766693208
5.043715699638225,4,12.151078007506104,16.798440325236975
5.968532860024784,2,11.840703298561476,18.51084957801423
3.16427640519591,6,2.872308365207988,10.44990111599082
3.2231115360309963,3,2.0,9.807781722259316
4.098151716509043,4,8.906438588359215,19.1434644547809
5.377069816891964,5,13.935276059605616,16.200467279329384
5.972153593448489,3,12.70444666111442,13.011926985872533
4.140692084067926,1,11.89891188420454,11.22641767556
5.892923877876408,2,8.282085966698208,25.0
2.052136040760064,1,6.195848027808342,13.591668954429451
3.826040797544085,6,8.765274939050354,13.353317626406271
7.0,4,14.654532746146732,14.25289154088847
3.778699999905355,7,10.511465736579524,19.19349892697541
7.0,4,2.638927486549682,11.916165232640498
4.029392792907733,1,5.57150279103436,14.781931712526363
4.8930502854115145,1,7.631914644097775,14.994172910412663
4.283589186802896,3,14.500449595365437,17.517432470074315
7.0,5,6.391065051057764,11.19636357477188
5.188828044422614,8,9.185193390180457,11.566228576478586
5.454520883669885,6,2.3486791118140458,13.25589093666725
4.468551472972921,4,11.181054025135117,12.579918570020066
3.408181428559627,4,2.8065573456867416,14.965972604059711
4.198866303389655,7,12.720763864809744,16.845981759798338
5.5453768906986,1,6.734757136531826,21.844926561475354
4.189055957651754,2,8.736789426969684,17.215404056410286
7.0,8,5.090184360126909,15.563599168457037
2.3877419959296957,3,5.1219233248357,13.96944866824849
5.678935687917431,3,2.335853406624864,15.0
3.3682544408334056,4,8.3245657602546,13.768547498502198
1.433159239610896,1,14.401081226386822,15.0
4.75541153731604,4,4.8691650543540055,12.276216775757458
7.0,6,4.752414516435429,14.102878952508918
3.6958537602861554,3,5.623919888864734,25.0
5.668601941743988,2,3.377866798040829,14.308099171669465
4.386032716632231,3,7.025592622480964,15.0
4.7193077910690295,1,10.045667323987535,15.0
3.3892154195601427,3,2.0,14.59604893043104
5.357301800483766,7,4.250118372088648,12.96023112085138
4.14451249908686,5,2.0,13.3271300032894
4.87989454263168,7,9.238310544383385,13.83916218618372
3.680384384307677,6,10.0,17.648067018670815
2.956241665010179,6,10.150885721677229,11.716352158429132
6.11295860272279,1,3.103026303435181,13.504039210833794
4.801066728995881,2,14.55384494919549,13.894560498431934
3.9856552786479686,3,2.0,23.543295803097102
6.169068148474995,1,10.567288462972682,15.47176281969988
6.660982519848422,3,10.0,15.968270244671324
6.947518361312774,3,4.348681003026536,20.61167171014438
6.456412320458706,8,2.1931098531878925,15.0
2.7951387488498893,5,10.70535773677927,15.0
6.591676125461744,6,14.755165192902814,13.181242600646884
7.0,7,8.476751398956775,17.736994545001615
7.0,2,8.011893520322873,12.040805808934577
3.9291019894092,3,2.9452611336197205,15.65805722991902
2.578856132173802,1,3.472469148448181,18.43412643944643
6.127819713389438,6,2.70068306013288,12.604550989657003
4.033431921249312,7,12.707658563843337,11.434686136492598
5.772167773226888,4,14.044445271890757,18.666117865997897
5.571629058811433,6,3.673601457363525,17.456742428893158
7.0,1,7.36018940000074,25.0
5.333294124981693,1,10.0,11.527560422623194
2.531714338473695,5,3.384465546396364,16.847438775661004
4.665229907542294,1,5.545114226027042,13.51364052204694
3.627346701364736,2,10.0,16.040981083707077
7.0,1,12.381888142440706,11.800436043361634
3.5083700442116768,4,9.454225878978288,11.382915996282216
4.7195037976595335,8,3.1246008852461866,12.347522862701164
3.7037735810420127,4,5.684955817642891,17.159296936366143
5.1513713417649205,6,3.6479199003377785,25.0
5.668701104601697,3,3.2310262290913987,15.0
2.6802194236472205,5,13.558714411015238,17.58923525520604
5.130121880726752,7,2.0,15.96839032162804
3.655447045019269,4,2.5220641074734025,20.732315078842056
7.0,1,2.0,6.828506465544029
3.8561368875262794,3,10.0,16.361742336771623
3.959480925855312,5,9.913077688072349,20.147761112144
3.0193688822849487,3,2.396374610900815,25.0
4.497520055122131,7,13.643795776251302,14.649157057838083
3.0367685952970085,6,2.5542346889383154,5.823306696932361
7.0,6,2.0,14.985684141825942
5.492939413030767,3,2.0,14.225729234669974
6.018618682705473,7,8.959143143337311,18.28271684399882
5.708328594239204,6,8.98424930221167,16.55597596109749
4.162935544203598,7,3.469748666334242,15.0
5.967413282262056,1,5.172119603047776,16.5657653050332
4.896066456690139,4,8.978313032011632,13.034027516910417
6.248318059922791,5,2.4833457365749454,10.892007772004533
5.747138630583162,5,2.186707902233323,16.720163746876175
1.9613482063949408,5,9.600532828994966,19.55740832590325
7.0,2,10.26359551634034,15.20694264831954
5.250078185580669,1,13.361798292736314,18.024615446383294
3.1992766641507524,1,7.59559174069373,10.902251464399193
7.0,2,2.0,13.495890017706682
5.32518937374403,5,2.0,11.926993255865248
5.820965509690498,2,8.549693135125136,14.026957026683924
3.3032792213377977,4,14.482053959558217,17.256917188273903
2.289408081095513,3,11.148164716169028,15.655043830248328
3.985624646507356,2,10.0,14.264866093832712
7.0,5,2.328469735303713,16.983784834864313
6.9057283022048175,3,11.83495595692137,18.727042095489605
3.0806623890527733,6,5.186639499188168,14.859416591283097
7.0,2,7.942548276206122,6.55334010627711
6.911808610046021,3,2.0,15.0
5.593006735005819,1,7.892787485232517,14.19749863320622
7.0,1,9.48477951009153,18.966803655121623
5.877193425389665,4,6.025954590609982,21.347291553881984
7.0,2,4.848029488645608,9.998174175748284
5.452753800953644,4,12.004206660608702,13.536934852245594
7.0,3,3.715145382798675,20.16896652132184
4.11913620123842,4,6.911364515301132,14.677154092667838
4.352465296574658,6,5.063605708628697,11.52842325582283
4.68142079826095,5,13.090692400379211,17.40409458030453
3.8110993532796895,3,7.199229480998544,9.55564957112191
5.446250654050662,4,2.0,15.04075273354447
6.016926803967958,4,14.356682576445092,23.45516467576758
5.412518288777943,6,11.173801067581952,16.82749547991858
5.414109489979532,4,4.288403947684028,11.999308789078182
4.954490842427898,7,3.609956044994513,18.07500618937327
3.3466556511270444,6,14.669963706300829,14.12336468373767
4.643207550204512,7,14.287550971908924,11.177014932972476
4.381081083560968,3,7.402049350657603,15.88660873717307
5.48670752721861,7,6.122859123611908,16.690406226993108
7.0,8,4.982000508821362,15.978849660625905
4.945520778671783,2,3.456691267439064,19.936706610699616
1.6119629811570078,3,5.380608900102351,25.0
7.0,5,10.0,9.182129419578038
5.32365126741143,3,9.494753190609217,10.372910184167534
5.209464629647323,8,10.83052246279128,20.162982216924213
4.800162389630049,5,5.308334036401162,15.412927557832733
4.080855103477348,5,13.089202545538669,17.76371233173885
5.039303806638031,4,13.541820554643278,14.094840696426
7.0,1,6.876070863251576,14.98905928721409
2.6327496546421427,4,5.236416534045496,12.588263097073693
